CSAFP,CBSAFP,GEOID,NAME,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON
 ,46300,46300,"Twin Falls, ID","Twin Falls, ID Metro Area",M1,1,G3110,6524835821.000000000000000,30979592.000000000000000,+42.4403972,-114.5687294
540,46340,46340,"Tyler, TX","Tyler, TX Metro Area",M1,1,G3110,2386604289.000000000000000,73163662.000000000000000,+32.3770156,-095.2700409
 ,46380,46380,"Ukiah, CA","Ukiah, CA Micro Area",M2,2,G3110,9082632466.000000000000000,961740401.000000000000000,+39.4323876,-123.4428811
273,46420,46420,"Union, SC","Union, SC Micro Area",M2,2,G3110,1330180037.000000000000000,4792745.000000000000000,+34.6903965,-081.6158961
362,46460,46460,"Union City, TN","Union City, TN Micro Area",M2,2,G3110,1411148373.000000000000000,27448903.000000000000000,+36.3618921,-089.1480777
212,46500,46500,"Urbana, OH","Urbana, OH Micro Area",M2,2,G3110,1111077538.000000000000000,2173115.000000000000000,+40.1327753,-083.7676037
 ,46520,46520,"Urban Honolulu, HI","Urban Honolulu, HI Metro Area",M1,1,G3110,1555612626.000000000000000,4054877012.000000000000000,+21.4613654,-158.2019740
 ,46540,46540,"Utica-Rome, NY","Utica-Rome, NY Metro Area",M1,1,G3110,6795793490.000000000000000,237713557.000000000000000,+43.3322796,-075.1731893
 ,46620,46620,"Uvalde, TX","Uvalde, TX Micro Area",M2,2,G3110,4019455745.000000000000000,17385901.000000000000000,+29.3503081,-099.7684270
 ,46660,46660,"Valdosta, GA","Valdosta, GA Metro Area",M1,1,G3110,4163063562.000000000000000,55726310.000000000000000,+30.8271579,-083.2435547
488,46700,46700,"Vallejo, CA","Vallejo, CA Metro Area",M1,1,G3110,2128527683.000000000000000,218619356.000000000000000,+38.2672255,-121.9395940
338,46780,46780,"Van Wert, OH","Van Wert, OH Micro Area",M2,2,G3110,1059692855.000000000000000,3287921.000000000000000,+40.8555203,-084.5857751
 ,46820,46820,"Vermillion, SD","Vermillion, SD Micro Area",M2,2,G3110,1067154436.000000000000000,13955918.000000000000000,+42.9161495,-096.9804680
 ,46860,46860,"Vernal, UT","Vernal, UT Micro Area",M2,2,G3110,11609319393.000000000000000,56115801.000000000000000,+40.1258872,-109.5177482
 ,46900,46900,"Vernon, TX","Vernon, TX Micro Area",M2,2,G3110,2514738098.000000000000000,18202665.000000000000000,+34.0849199,-099.2424397
298,46980,46980,"Vicksburg, MS","Vicksburg, MS Micro Area",M2,2,G3110,1524286572.000000000000000,77759819.000000000000000,+32.3560946,-090.8523838
544,47020,47020,"Victoria, TX","Victoria, TX Metro Area",M1,1,G3110,4491343496.000000000000000,36475959.000000000000000,+28.7314546,-097.1969934
 ,47080,47080,"Vidalia, GA","Vidalia, GA Micro Area",M2,2,G3110,1567351925.000000000000000,27267606.000000000000000,+32.1542177,-082.4113785
 ,47180,47180,"Vincennes, IN","Vincennes, IN Micro Area",M2,2,G3110,1335984786.000000000000000,20892977.000000000000000,+38.6883910,-087.4203544
428,47220,47220,"Vineland-Bridgeton, NJ","Vineland-Bridgeton, NJ Metro Area",M1,1,G3110,1251898249.000000000000000,503713126.000000000000000,+39.3284336,-075.1216277
 ,47240,47240,"Vineyard Haven, MA","Vineyard Haven, MA Micro Area",M2,2,G3110,267292993.000000000000000,1004291414.000000000000000,+41.3809696,-070.7014995
545,47260,47260,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",M1,1,G3110,9143678927.000000000000000,3427703930.000000000000000,+36.8044077,-076.4495261
 ,47300,47300,"Visalia, CA","Visalia, CA Metro Area",M1,1,G3110,12493840855.000000000000000,37260863.000000000000000,+36.2288339,-118.7810551
 ,47340,47340,"Wabash, IN","Wabash, IN Micro Area",M2,2,G3110,1068468084.000000000000000,21854119.000000000000000,+40.8437475,-085.7951915
 ,47380,47380,"Waco, TX","Waco, TX Metro Area",M1,1,G3110,4667547590.000000000000000,82785146.000000000000000,+31.4272264,-097.0934727
244,47420,47420,"Wahpeton, ND-MN","Wahpeton, ND-MN Micro Area",M2,2,G3110,5663558855.000000000000000,25515714.000000000000000,+46.2939501,-096.7907012
313,47460,47460,"Walla Walla, WA","Walla Walla, WA Metro Area",M1,1,G3110,3289370358.000000000000000,74932288.000000000000000,+46.2546057,-118.4803697
338,47540,47540,"Wapakoneta, OH","Wapakoneta, OH Micro Area",M2,2,G3110,1039590216.000000000000000,1339586.000000000000000,+40.5613090,-084.2240177
356,47580,47580,"Warner Robins, GA","Warner Robins, GA Metro Area",M1,1,G3110,1363188902.000000000000000,12668688.000000000000000,+32.4928056,-083.7110844
 ,47620,47620,"Warren, PA","Warren, PA Micro Area",M2,2,G3110,2290280119.000000000000000,37368145.000000000000000,+41.8342984,-079.2981823
312,47660,47660,"Warrensburg, MO","Warrensburg, MO Micro Area",M2,2,G3110,2147776085.000000000000000,10180467.000000000000000,+38.7415280,-093.8118634
515,47700,47700,"Warsaw, IN","Warsaw, IN Micro Area",M2,2,G3110,1376434729.000000000000000,59436572.000000000000000,+41.2442928,-085.8615754
 ,47780,47780,"Washington, IN","Washington, IN Micro Area",M2,2,G3110,1112396615.000000000000000,19102189.000000000000000,+38.6960898,-087.0769430
272,47820,47820,"Washington, NC","Washington, NC Micro Area",M2,2,G3110,2156776424.000000000000000,336988229.000000000000000,+35.4823128,-076.8420144
548,47900,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",M1,1,G3110,17010228389.000000000000000,1128156605.000000000000000,+38.7982054,-077.4868816
198,47920,47920,"Washington Court House, OH","Washington Court House, OH Micro Area",M2,2,G3110,1052469885.000000000000000,1694038.000000000000000,+39.5552462,-083.4618927
 ,47940,47940,"Waterloo-Cedar Falls, IA","Waterloo-Cedar Falls, IA Metro Area",M1,1,G3110,3892988480.000000000000000,28187704.000000000000000,+42.5367962,-092.4716080
 ,47980,47980,"Watertown, SD","Watertown, SD Micro Area",M2,2,G3110,3094009191.000000000000000,157035299.000000000000000,+44.8524086,-097.1770994
376,48020,48020,"Watertown-Fort Atkinson, WI","Watertown-Fort Atkinson, WI Micro Area",M2,2,G3110,1441308410.000000000000000,67985729.000000000000000,+43.0138045,-088.7739847
 ,48060,48060,"Watertown-Fort Drum, NY","Watertown-Fort Drum, NY Metro Area",M1,1,G3110,3285929042.000000000000000,1524605118.000000000000000,+43.9963890,-076.0529678
422,48100,48100,"Wauchula, FL","Wauchula, FL Micro Area",M2,2,G3110,1651297014.000000000000000,1472455.000000000000000,+27.4928458,-081.8215798
554,48140,48140,"Wausau-Weston, WI","Wausau-Weston, WI Metro Area",M1,1,G3110,6277868296.000000000000000,153396133.000000000000000,+45.0539796,-089.7579047
 ,48180,48180,"Waycross, GA","Waycross, GA Micro Area",M2,2,G3110,3210803678.000000000000000,29833404.000000000000000,+31.1331137,-082.3686504
 ,48220,48220,"Weatherford, OK","Weatherford, OK Micro Area",M2,2,G3110,2560924936.000000000000000,34326632.000000000000000,+35.6456012,-098.9973857
430,48260,48260,"Weirton-Steubenville, WV-OH","Weirton-Steubenville, WV-OH Metro Area",M1,1,G3110,1502009994.000000000000000,29946857.000000000000000,+40.3889142,-080.7019657
 ,48300,48300,"Wenatchee, WA","Wenatchee, WA Metro Area",M1,1,G3110,12277634907.000000000000000,266210540.000000000000000,+47.7661102,-120.2701973
 ,48460,48460,"West Plains, MO","West Plains, MO Micro Area",M2,2,G3110,2401376397.000000000000000,2920114.000000000000000,+36.7743685,-091.8873677
200,48500,48500,"West Point, MS","West Point, MS Micro Area",M2,2,G3110,1062082196.000000000000000,15376919.000000000000000,+33.6596700,-088.7824680
 ,48540,48540,"Wheeling, WV-OH","Wheeling, WV-OH Metro Area",M1,1,G3110,2443364018.000000000000000,49379187.000000000000000,+39.9776866,-080.8548262
376,48580,48580,"Whitewater, WI","Whitewater, WI Micro Area",M2,2,G3110,1438448435.000000000000000,54928965.000000000000000,+42.6681095,-088.5417306
556,48620,48620,"Wichita, KS","Wichita, KS Metro Area",M1,1,G3110,10743441476.000000000000000,86140450.000000000000000,+37.6378960,-097.2462875
 ,48660,48660,"Wichita Falls, TX","Wichita Falls, TX Metro Area",M1,1,G3110,6784839990.000000000000000,143918741.000000000000000,+33.7761441,-098.5019073
558,48700,48700,"Williamsport, PA","Williamsport, PA Metro Area",M1,1,G3110,3182886778.000000000000000,38917581.000000000000000,+41.3438824,-077.0552624
 ,48780,48780,"Williston, ND","Williston, ND Micro Area",M2,2,G3110,5380959456.000000000000000,181836562.000000000000000,+48.3557649,-103.5013332
 ,48820,48820,"Willmar, MN","Willmar, MN Micro Area",M2,2,G3110,2065187146.000000000000000,168286642.000000000000000,+45.1527137,-095.0049812
 ,48900,48900,"Wilmington, NC","Wilmington, NC Metro Area",M1,1,G3110,2754582845.000000000000000,516637306.000000000000000,+34.4260331,-077.8896340
178,48940,48940,"Wilmington, OH","Wilmington, OH Micro Area",M2,2,G3110,1058609496.000000000000000,9329331.000000000000000,+39.4166813,-083.8045826
468,48980,48980,"Wilson, NC","Wilson, NC Micro Area",M2,2,G3110,952013027.000000000000000,14332439.000000000000000,+35.7003569,-077.9215978
548,49020,49020,"Winchester, VA-WV","Winchester, VA-WV Metro Area",M1,1,G3110,2752456889.000000000000000,16817754.000000000000000,+39.2729744,-078.4718276
556,49060,49060,"Winfield, KS","Winfield, KS Micro Area",M2,2,G3110,2915648171.000000000000000,17322935.000000000000000,+37.2345068,-096.8372468
 ,49080,49080,"Winnemucca, NV","Winnemucca, NV Micro Area",M2,2,G3110,24969535443.000000000000000,44194837.000000000000000,+41.4079136,-118.1275915
 ,49100,49100,"Winona, MN","Winona, MN Micro Area",M2,2,G3110,1621791140.000000000000000,40051870.000000000000000,+43.9813526,-091.7770438
268,49180,49180,"Winston-Salem, NC","Winston-Salem, NC Metro Area",M1,1,G3110,5203324601.000000000000000,81533467.000000000000000,+36.0788515,-080.3450642
554,49220,49220,"Wisconsin Rapids-Marshfield, WI","Wisconsin Rapids-Marshfield, WI Micro Area",M2,2,G3110,2053959984.000000000000000,41993013.000000000000000,+44.4614126,-090.0388252
258,14160,14160,"Bluffton, IN","Bluffton, IN Micro Area",M2,2,G3110,953341275.000000000000000,5596377.000000000000000,+40.7352727,-085.2129742
